CanonicalSMILES	MW	LogP	TPSA	HBA	HBD	RotB
[C][C][#C][C][N][C][Branch1][N][N][C][C][C][C][Branch1][C][N][C][Ring1][#Branch1][=N][C][=C][Ring1][N][C][=Branch1][C][=O][N][Branch2][Ring1][=Branch1][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][#Branch1][C]	510.5980000000002	2.397400000000001	108.15	9	1	6
[N][C][C][=C][Branch1][C][N][N][=C][Branch1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][N][=C][Ring1][=C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl]	379.6780000000001	4.811700000000002	77.82000000000001	4	2	3
[C][O][C][=C][C][=C][C][Branch2][Ring1][=C][C][=N][C][Branch1][C][N][=C][Branch1][Ring1][C][N][C][Branch1][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][=N][Ring1][P][=C][Ring2][Ring1][#Branch1]	375.25900000000007	4.166900000000002	87.05	5	2	4
[C][C][C][Branch1][C][C][C][Branch1][C][N][C][=Branch1][C][=O][N][C][C][Branch1][C][F][C][C][Ring1][=Branch1][C][#N]	227.283	0.82238	70.12	3	1	3
[C][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch2][Ring2][N][O][P][=Branch1][C][=O][Branch2][Ring1][C][O][C][=C][C][=C][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][=C][Ring1][#Branch2][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][=C][Ring2][Ring1][S]	514.5190000000003	3.9548000000000014	126.07	7	3	8
[N][C][Branch2][Ring1][#Branch1][C][C][=Branch1][C][=O][N][C][C][N][C][C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F]	355.4570000000001	2.1287000000000003	58.36000000000001	3	2	6
[N][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][Branch1][N][N][C][C][C][C][Branch1][C][N][C][Ring1][#Branch1][=N][C][C][=C][S][C][=Ring1][Branch1][C][Ring1][S][=O]	365.4620000000001	2.30548	87.94	7	1	3
[N][C][Branch1][N][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][C][C][C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][Ring2][Ring1][Ring1]	380.4920000000001	3.0797000000000008	87.46000000000001	3	3	4
[N][C][Branch2][Ring2][=Branch1][C][C][=Branch1][C][=O][N][C][C][C][C][Branch2][Ring1][=Branch1][C][C][C][=N][N][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][N][Ring1][=Branch2][Ring1][=N][C][Ring1][P][C][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][F]	461.41000000000014	3.0101000000000013	77.04000000000002	5	1	4
[O][=C][Branch1][Ring1][C][O][N][C][Branch2][Ring1][=N][C][C][=Branch1][C][=O][N][C][C][N][C][=Branch1][=C][=N][N][=C][Ring1][Branch1][C][Branch1][C][F][Branch1][C][F][F][C][Ring1][=N][C][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][F]	465.3540000000001	1.1662999999999994	100.35	6	2	6
[N][C][C][=C][Branch1][C][N][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][=N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1]	320.35200000000015	2.5802000000000005	96.28000000000002	6	2	3
[N][C][Branch1][N][C][=Branch1][C][=O][N][C][C][S][C][Ring1][Branch1][C][C][C][C][Branch1][P][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][I][C][=C][Ring1][#Branch1][C][C][Ring1][S]	473.3800000000001	2.4400000000000004	75.43	4	2	4
[N][C][C][C][C][Branch1][S][C][Branch1][C][N][C][=Branch1][C][=O][N][C][C][S][C][Ring1][Branch1][C][C][Ring1][#C]	243.37599999999992	0.3640999999999996	72.35	4	2	2
[N][C][Branch2][Ring2][=Branch2][C][C][=Branch1][C][=O][N][C][C][C][=C][Branch2][Ring1][Branch2][N][=C][Branch1][Branch2][C][=C][C][=C][O][Ring1][Branch1][N][=C][Ring1][O][C][Branch1][C][F][Branch1][C][F][F][C][Ring2][Ring1][Ring1][C][N][C][=Branch1][C][=O][C][C][C][Branch1][C][F][Branch1][C][F][C][Ring1][=Branch2][O]	503.4280000000003	1.9336	125.79	7	2	5
[C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=Branch1][Ring2][=N][Ring1][Branch1][C][N][Branch2][Ring1][#Branch2][C][C][O][C][Branch1][=N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][F][C][Branch1][C][N][C][Ring1][#C][C][Ring2][Ring1][Branch1]	426.48900000000015	1.9223	90.45	7	1	5
[C][C][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=Branch1][Ring2][=N][Ring1][Branch1][C][N][Branch2][Ring1][#Branch2][C][C][O][C][Branch1][=N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][F][C][Branch1][C][N][C][Ring1][#C][C][Ring2][Ring1][Branch1]	426.48900000000015	1.9207	90.45	7	1	4
[N][C][C][C][=C][Branch1][S][C][=C][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][O][Ring1][#Branch1][O][C][Ring1][#C][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][F]	408.217	5.023100000000002	35.25	2	1	1
[C][O][C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][O][C][Branch1][S][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][F][C][Branch1][C][N][C][Ring2][Ring1][Ring2]	359.3470000000001	4.269200000000002	44.48	3	1	2
