CanonicalSMILES	MW	LogP	TPSA	HBA	HBD	RotB
COC(=O)N(CC(=O)O)CC1=CC=CC(OCC2=CSC(C3=CC=CC=C3Cl)=N2)=C1	446.9120000000001	4.695500000000004	88.96000000000001	6	1	8
CC(C1=CC=CC(OCC2=COC(C3=CC=C(Cl)C=C3)=N2)=C1)N(CC(=O)O)C(=O)OC4=CC=CC=C4	506.9420000000002	6.220600000000006	102.1	6	1	9
CC1=CC=CC(OC(=O)N(CC(=O)O)C(C)C2=CC=CC(OCC3=COC(C4=CC=C(Cl)C=C4)=N3)=C2)=C1	520.9690000000003	6.529020000000005	102.1	6	1	9
COC1=CC=C(OC(=O)N(CC(=O)O)C(C)C2=CC=CC(OCC3=COC(C4=CC=C(Cl)C=C4)=N3)=C2)C=C1	536.9680000000003	6.229200000000006	111.33	7	1	10
CC1=CC=C(F)C(OC(=O)N(CC(=O)O)C(C)C2=CC=CC(OCC3=COC(C4=CC=C(Cl)C=C4)=N3)=C2)=C1	538.9590000000002	6.668120000000006	102.1	6	1	9
COC1=CC(OC(=O)N(CC(=O)O)C(C)C2=CC=CC(OCC3=COC(C4=CC=C(Cl)C=C4)=N3)=C2)=CC=C1F	554.9580000000003	6.368300000000005	111.33	7	1	10
COC1=CC=CC(OC(=O)N(CC(=O)O)C(C)C2=CC=CC(OCC3=COC(C4=CC=C(Cl)C=C4)=N3)=C2)=C1	536.9680000000003	6.229200000000006	111.33	7	1	10
CC(C)C1=CC=C(NC2=CC(Cl)=NC(SC(C(=O)O)C3=CC=CC4=CC=CC=C34)=N2)C=C1	463.9900000000002	7.0682000000000045	75.11	5	2	7
CC1=CC=CC(N2CCN(C(CC3=CC=C(OCCC=4N=C(C5=CC=CC=C5)OC=4C)C=C3)C(=O)O)CC2)=C1	525.6490000000002	5.397840000000005	79.04	6	1	10
CC=1OC(C2=CC=CC=C2)=NC=1CCOC3=CC=C(CC(C(=O)O)N4CCN(S(=O)(=O)C5=CC=CC=C5[N+1](=O)[O-1])CC4)C=C3	620.6840000000001	4.1819200000000025	156.32	9	1	12
CC=1OC(C2=CC=CC=C2)=NC=1CCOC3=CC=C(CC(C(=O)O)N4CCN(S(=O)(=O)C5=CC=CC=C5F)CC4)C=C3	593.6770000000001	4.412820000000003	113.17999999999998	7	1	11
CC=1OC(C2=CC=CC=C2)=NC=1CCOC3=CC=C(CC(C(=O)O)N4CCN(S(=O)(=O)C5=CC=C(F)C=C5)CC4)C=C3	593.6770000000001	4.412820000000003	113.17999999999998	7	1	11
CC1=CC=CC(NC2=CC(Cl)=NC(SC(C(=O)O)C3=CC=C(C4=CC=CC=C4)C5=CC=CC=C35)=N2)=C1C	526.0610000000003	8.228640000000004	75.11	5	2	7
COC1=CC=CC(CNC(=O)N2C(=O)C3=C(C=C(O)C4=C3OC5=CC(O)=C(C(C)=O)C(=O)C54C)OC2OC)=C1	536.4930000000004	2.593000000000001	160.92999999999998	10	3	5
O=C(O)C(SC1=NC(Cl)=CC(NC2=CC=C(Cl)C=C2)=N1)C3=CC=CC4=CC=CC=C34	456.35400000000016	6.598200000000003	75.11	5	2	6
COC1=CC(O)=C2C(=C1C(=O)NCC3=CC=CC=C3)OC4=CC(O)=C(C(C)=O)C(=O)C42C	435.4320000000002	2.848600000000001	122.16	7	3	5
COC1=CC=C(CNC(=O)N2C(=O)C3=C(C=C(O)C4=C3OC5=CC(O)=C(C(C)=O)C(=O)C54C)OC2OC)C=C1	536.4930000000004	2.593000000000001	160.92999999999998	10	3	5
COC1OC2=CC(O)=C3C(=C2C(=O)N1C(=O)NCC4=CC=CC=C4[N+1](=O)[O-1])OC5=CC(O)=C(C(C)=O)C(=O)C53C	551.4640000000002	2.4926000000000004	194.84	11	3	5
COC1OC2=CC(O)=C3C(=C2C(=O)N1C(=O)NCC=4C=CSC=4)OC5=CC(O)=C(C(C)=O)C(=O)C53C	512.4960000000002	2.645900000000001	151.7	10	3	4
COC1OC2=CC(O)=C3C(=C2C(=O)N1C(=O)NCC4=CC=C(Cl)C=C4)OC5=CC(O)=C(C(C)=O)C(=O)C53C	540.9120000000001	3.237800000000001	151.7	9	3	4
CC1=CC=C(NC2=CC(Cl)=NC(SC(C(=O)O)C3=CC=CC4=CC=CC=C34)=N2)C=C1C	449.96300000000014	6.561640000000005	75.11	5	2	6
COC1OC2=CC(O)=C3C(=C2C(=O)N1C(=O)NCC4=CC=CO4)OC5=CC(O)=C(C(C)=O)C(=O)C53C	496.4280000000003	2.1774000000000004	164.83999999999995	10	3	4
COC1OC2=CC(O)=C3C(=C2C(=O)N1C(=O)NCC4=CC=CC=C4Cl)OC5=CC(O)=C(C(C)=O)C(=O)C53C	540.9120000000001	3.237800000000002	151.7	9	3	4
COC1OC2=CC(O)=C3C(=C2C(=O)N1C(=O)NCC=4C=COC=4)OC5=CC(O)=C(C(C)=O)C(=O)C53C	496.4280000000003	2.1774000000000004	164.83999999999995	10	3	4
