SELFIES	MW	LogP	TPSA	HBA	HBD	RotB
[N][C][N][=C][C][=C][C][Branch1][P][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][F][=C][N][Ring1][S][C][=Ring2][Ring1][Ring1][C][=Branch1][C][=S][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][F]	429.3980000000001	4.470200000000002	60.39	5	1	4
[C][O][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][C][=Branch1][C][=S][C][=C][Branch1][C][N][N][=C][C][=C][C][Branch1][P][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][F][=C][N][Ring2][Ring1][Ring2][Ring1][S]	453.47000000000014	4.209200000000003	78.85	7	1	6
[N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Branch1][C][C][=Branch1][C][=O][N][C][C][=C][Branch1][=Branch1][C][C][C][Ring1][Ring1][NH1][N][=Ring1][Branch2][C][=C][Ring2][Ring1][C]	284.31899999999996	1.5671999999999997	100.86999999999999	3	3	5
[C][C][N][C][=Branch1][C][=O][N][C][C][C][Branch2][Ring1][=Branch2][N][C][=N][C][=C][C][Branch1][=C][C][=C][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1][=N][Ring1][#C][C][C][Ring2][Ring1][=Branch1]	365.44100000000014	2.3971	87.45	6	2	4
[C][C][=C][C][Branch1][N][N][C][C][C][S][Ring1][Branch1][=Branch1][C][=O][=O][=C][O][C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][Cl][=C][Ring1][Branch2][=C][Branch1][C][O][C][=Branch1][C][=O][C][Ring1][S][=C][Ring2][Ring1][O]	421.8580000000002	3.3729200000000024	108.05000000000001	6	2	2
[O][=C][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][Ring1][#Branch2][=C][C][NH1][C][=C][C][=Ring1][Branch1][C][C][N][C][Ring1][=Branch1][=O]	297.289	1.9323999999999997	73.99000000000001	2	3	1
[Br][C][=C][C][=C][C][Branch2][Ring1][#Branch2][C][C][=C][Branch1][O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][N][N][=C][C][=C][Ring1][Branch1][N][=Ring1][P][=C][Ring2][Ring1][#Branch1]	380.249	4.165900000000003	55.11	5	1	4
[O][=C][Branch2][Ring1][=Branch2][N][C][=N][C][=N][C][O][C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][=C][C][Ring1][#C][=Ring1][O][C][C][C][C][C][Ring1][Branch1]	308.3410000000002	3.4135000000000018	80.91000000000001	5	1	3
[F][C][=C][C][=C][Branch2][Ring1][#Branch2][N][C][=C][C][Branch1][#Branch2][N][C][C][C][C][N][C][Ring1][=Branch1][=N][C][=C][C][=N][N][Ring1][S][Ring1][Branch1][C][=C][Ring2][Ring1][#Branch1][Cl]	360.82399999999996	3.4293000000000013	66.28	6	3	4
[C][C][Branch1][C][C][Branch1][C][C][N][N][=C][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring2][Ring1][Ring2]	317.3960000000001	3.9837000000000025	69.62	5	1	1
[C][C][=Branch1][C][=O][N][C][=C][NH1][N][=C][Ring1][Branch1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2]	241.25400000000002	1.9113999999999995	86.46000000000001	3	3	2
[C][O][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][=Branch1][N][C][=N][C][=C][C][Branch2][Ring1][=Branch2][C][=C][N][=C][C][=C][C][Branch1][#Branch2][S][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][N][Ring1][S][Ring1][=N][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][=N]	532.6510000000002	4.610800000000002	110.50999999999999	9	2	10
[C][C][C][S][C][C][=Branch1][C][=O][N][Ring1][=Branch1][C][C][Branch1][Ring1][C][#N][=C][N][Branch1][P][C][=Ring1][#Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][Ring1][#C]	380.4730000000001	3.3741800000000026	78.13	5	1	4
[C][C][Branch1][C][C][Branch1][C][C][N][C][=N][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring2][Ring1][N]	346.356	4.921000000000004	50.7	4	1	2
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][Ring1][=Branch1][=N][NH1][C][=Ring1][Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1]	233.274	3.0429000000000004	41.57	2	1	1
[C][C][=C][C][Branch2][Branch1][Branch2][C][N][C][=Branch1][C][=O][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][C][C][C][=C][N][=C][Branch2][Ring1][#Branch1][N][C][=C][C][=C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Ring1][=N][N][=C][Ring2][Ring1][Ring2][Ring2][Ring1][Branch2][=C][C][=N][Ring2][Ring2][=Branch1]	523.6450000000002	3.104520000000001	104.1	9	2	6
[C][C][N][Branch1][Ring1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring2][#Branch2][N][C][=N][C][=C][C][Branch2][Ring1][=N][C][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][Branch1][Branch2][N][C][=Branch1][C][=O][N][C][C][=C][Ring1][O][=C][Ring1][P][=N][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][=C]	531.6420000000002	4.7310000000000025	129.20999999999998	7	3	9
[C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][Branch2][Ring2][Ring2][C][=C][C][=N][C][Branch2][Ring1][Branch2][N][C][=C][C][=C][Branch1][C][C][C][Branch1][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][Ring1][N][=N][Ring2][Ring1][Ring1][=C][C][=N][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][#C]	503.5880000000002	3.9170200000000026	138.0	7	4	7
[C][O][C][=C][C][Branch2][Ring1][N][N][C][N][=C][C][=C][Branch1][C][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][N][N][=Ring1][S][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][=Branch2][O][C]	391.43100000000015	3.8691200000000023	82.80000000000001	8	1	6
[N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=N][C][=C][C][Branch1][=C][C][C][=N][N][N][=C][C][=C][C][=Ring1][=Branch2][Ring1][=Branch1][=N][Ring1][#C][C][=C][Ring2][Ring1][=Branch1]	331.33900000000006	2.0287999999999995	111.09	7	2	4
[C][O][C][=C][C][Branch2][Ring1][O][C][=C][Branch1][=C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Ring1][#C][=O][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][Branch2][O][C]	378.3840000000002	2.7609000000000004	89.65	5	2	5
[C][C][O][C][=Branch1][C][=O][N][=S][Branch1][C][C][=Branch1][C][=O][C][C][=C][C][Branch1][C][F][=C][C][Branch2][Ring1][N][N][C][=N][C][=C][Branch1][C][F][C][Branch1][=C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][O][C][=N][Ring1][S][=C][Ring2][Ring1][Branch2]	494.4950000000002	5.067400000000005	102.77	7	1	7
[O][=C][Branch1][#Branch2][N][C][=C][C][=C][N][=C][Ring1][=Branch1][N][C][=C][NH1][N][=C][Ring1][Branch1][C][=N][C][=C][C][Branch1][#Branch2][C][N][C][C][O][C][C][Ring1][=Branch1][=C][C][=C][Ring1][=N][NH1][Ring1][S]	418.4610000000003	2.8242000000000003	123.85	6	4	5
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][Branch1][O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][N][N][=C][C][Branch1][C][Br][=C][Ring1][=Branch1][N][=Ring2][Ring1][C]	414.6940000000001	4.819300000000003	55.11	5	1	4
[O][=C][Branch1][=C][N][C][=N][N][C][=C][C][=C][C][Ring1][Branch1][Ring1][Branch2][C][C][C][Ring1][Ring1]	189.218	0.49919999999999987	53.49	3	2	1
[O][=C][N][C][C][=C][C][=C][C][Ring1][=Branch1][C][Ring1][=Branch2][=C][N][C][=C][C][=C][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1][C][=C][Ring1][#C]	400.48500000000007	2.4803000000000006	100.19000000000001	6	3	5
[C][O][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][=C][NH1][N][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][N][C][C][Ring1][=Branch1]	361.3770000000002	1.2914999999999999	108.13999999999999	5	4	5
[O][=C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1]	237.262	2.815200000000001	57.78	2	2	2
[N][=C][N][C][=Branch1][C][=O][C][=Branch2][Ring1][=C][=C][C][=C][C][=C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][O][Ring1][#C][S][Ring2][Ring1][=Branch1]	349.3930000000001	1.7326700000000002	126.24999999999999	6	3	3
[C][C][Branch1][C][C][C][N][Branch2][Ring2][=N][C][=C][C][=C][Branch2][Ring1][P][N][C][=N][C][=C][C][=C][N][Branch1][#Branch1][C][Ring1][Branch1][=N][Ring1][=Branch2][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][N][C][Ring1][=N][=O][N][=C][Ring2][Ring1][#Branch2][C][C][N][Ring2][Ring1][P][C][C][C][C][Ring1][Ring1]	514.6780000000005	4.283300000000002	91.21000000000001	8	2	5
[O][=C][N][C][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][N][C][Ring1][#Branch2][=C][C][=C][N][=C][Branch2][Ring1][S][N][C][=C][C][=C][Branch2][Ring1][Ring1][N][C][C][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][C][Ring1][N][C][=N][Ring2][Ring1][C][N][=C][Ring2][Ring1][=Branch2][Ring2][Ring1][N]	502.62300000000045	2.8836000000000013	100.44000000000001	9	2	4
[C][N][Branch1][C][C][C][C][O][C][=C][C][=C][Branch2][Ring1][=N][C][=C][C][=C][C][Branch1][P][C][=C][C][C][=Branch1][C][=O][NH1][C][=N][C][=Ring1][#Branch1][NH1][Ring1][#Branch2][=C][C][=N][Ring1][S][C][=C][Ring2][Ring1][Branch2]	401.47	3.4240000000000013	86.89999999999999	5	2	7
[C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=C][N][C][=N][C][=C][Branch1][C][F][C][Branch1][S][C][=C][N][=C][Branch1][C][C][N][Ring1][=Branch1][C][Branch1][C][C][C][=N][Ring1][S][C][=C][Ring2][Ring1][#Branch1]	368.4160000000001	3.471720000000002	84.73	6	2	5
[C][N][Branch1][C][C][C][C][C][N][Branch2][Ring2][=N][C][=C][C][=C][Branch2][Ring1][P][N][C][=N][C][=C][C][=C][N][Branch1][#Branch1][C][Ring1][Branch1][=N][Ring1][=Branch2][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][N][C][Ring1][=N][=O][N][=N][Ring2][Ring1][#Branch2][C][C][Ring2][Ring1][S]	475.60100000000045	2.8981000000000003	104.1	9	2	4
[N][C][N][=C][C][=C][C][Branch1][P][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl][=C][N][Ring1][S][C][=Ring2][Ring1][Ring1][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][=C][Branch1][C][O][C][=C][Ring1][Branch2][F]	462.23900000000015	4.669100000000002	97.69000000000001	6	2	4
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][Ring2][N][N][=C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][#C][C][=Branch1][C][=O][N][C][C][C][=C][NH1][C][=N][Ring1][Branch1][C][=C][Ring1][S][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][N]	453.4840000000002	0.7979000000000005	171.43	7	5	7
[O][=C][N][C][=C][C][=C][N][=C][S][C][Ring1][Branch1][=C][Ring1][=Branch2][C][Ring1][N][=C][N][C][=C][C][=C][Branch1][=N][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][O][C][=C][Ring1][=C]	430.5110000000002	2.1131	120.42	7	4	7
[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch2][Ring1][Branch1][=N][N][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][Ring2][Ring1][Ring1]	445.5010000000002	0.8506	162.98	7	5	7
[N][C][=C][C][=C][Branch2][Ring1][=C][C][C][=C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][NH1][N][=Ring1][S][C][=C][Ring2][Ring1][=Branch1]	329.385	2.0499	126.88999999999997	5	4	4
[C][S][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][C][C][=C][N][=C][Branch2][Ring1][O][N][C][=C][C][=C][Branch1][S][C][=Branch1][C][=O][N][Branch1][C][C][C][C][N][Branch1][C][C][C][C][=C][Ring1][#C][N][=C][Ring2][Ring1][=Branch1][Ring2][Ring1][O]	449.5840000000003	3.1313000000000013	87.14	8	1	7
[C][N][C][C][C][Branch2][Ring2][#C][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][Ring1][Branch2][O][C][=Branch2][Ring1][#Branch1][=C][C][=C][C][=C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Ring1][=N][C][Ring2][Ring1][Ring1][=O][C][C][Ring2][Ring1][S]	449.55100000000033	3.2750000000000012	76.48000000000002	7	2	3
[C][C][N][=C][C][=C][C][=C][N][Ring1][=Branch1][C][=Ring1][=Branch2][C][=C][C][=N][C][Branch1][C][N][=N][Ring1][#Branch1]	225.25499999999997	1.6819199999999996	69.1	5	1	1
[C][N][C][C][C][Branch2][Ring2][Branch1][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][C][=Branch1][C][=O][C][=C][Branch1][O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][O][C][Ring2][Ring1][Branch1][=Ring1][#C][C][Branch1][C][O][C][Ring2][Ring1][N]	417.84500000000014	3.4299000000000017	103.37	7	3	3
[C][N][C][C][C][Branch2][Ring2][#Branch1][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][Ring1][Branch2][O][C][=Branch1][P][=C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C][Ring1][#C][=O][C][C][Ring2][Ring1][N]	396.39900000000017	3.431400000000002	113.14000000000001	7	2	3
[C][C][Branch1][C][C][Branch1][C][C][C][=C][N][=C][Branch2][Ring1][Branch1][C][S][C][=C][N][=C][Branch1][#Branch2][N][C][C][C][C][C][C][Ring1][=Branch1][S][Ring1][N][O][Ring2][Ring1][Ring1]	351.54100000000017	5.465500000000005	50.95	6	1	5
[O][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][NH1][N][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]	338.342	2.9823000000000004	86.88	3	3	5
[O][=C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][I][C][=C][Ring1][#Branch1][C][Ring1][N][=C][N][C][C][=C][C][=C][Branch1][Branch2][C][C][=C][O][C][=Ring1][Branch1][C][Branch1][C][O][=C][Ring1][N]	486.2650000000002	3.6575000000000015	91.57000000000001	5	3	4
[O][=C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][I][C][=C][Ring1][#Branch1][C][Ring1][N][=C][N][C][C][=C][C][=C][Branch1][Branch2][C][=C][C][=C][O][Ring1][Branch1][C][Branch1][C][O][=C][Ring1][N]	486.2650000000002	3.6575000000000015	91.57000000000001	5	3	4
[C][N][C][=Branch1][C][=N][S][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=Branch2][C][=C][C][=C][C][C][=C][N][Ring2][Ring1][Branch1][C][=Ring1][Branch1][Ring1][=Branch2]	455.5430000000001	3.8887700000000027	83.77	7	2	4
[N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=N][N][C][=N][C][Branch1][C][N][=C][Branch1][Ring1][N][=O][C][Branch1][O][O][C][C][C][C][C][C][C][Ring1][=Branch1][=N][Ring1][P][C][=C][Ring2][Ring1][Branch2]	370.4130000000002	3.258300000000002	145.57999999999998	8	3	7
[C][O][C][=C][C][Branch1][C][F][=C][Branch2][Ring2][Branch2][C][=Branch1][C][=S][C][=C][Branch1][C][N][N][=C][C][=C][C][Branch1][P][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][F][=C][N][Ring2][Ring1][Ring2][Ring1][S][C][Branch1][C][F][=C][Ring2][Ring1][=C]	459.42400000000015	4.478800000000002	69.62	6	1	5
[C][S][=Branch1][C][=N][=Branch1][C][=O][C][C][=C][C][=C][C][Branch2][Ring1][=N][N][C][=N][C][=C][Branch1][C][F][C][Branch1][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][C][Ring1][=Branch1][=N][Ring1][P][=C][Ring2][Ring1][Branch2]	412.49000000000024	4.527870000000003	87.96000000000001	6	2	5
[C][O][C][=C][C][=C][Branch2][Ring2][Branch2][C][=N][C][=C][Branch2][Ring1][Ring1][N][C][C][C][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][N][C][C][Ring1][Branch1][C][Branch1][C][Br][=C][N][=C][Ring2][Ring1][Ring1][NH1][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N]	473.3750000000001	3.0531000000000006	117.94999999999999	6	4	9
[O][=C][Branch2][Ring2][S][N][C][C][C][N][C][=C][Branch1][C][Br][C][=N][C][NH1][C][Branch2][Ring1][=Branch1][C][=C][C][=C][Branch1][N][O][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][#C][=N][C][Ring2][Ring1][=Branch2][=Ring2][Ring1][Ring2][C][C][C][C][Ring1][Ring2]	555.5210000000003	4.970400000000005	95.17	6	3	11
[C][O][C][=C][C][=C][Branch2][Ring2][Branch2][C][=N][C][=C][Branch2][Ring1][Ring1][N][C][C][C][N][Branch1][C][C][C][=Branch1][C][=O][C][C][C][C][Ring1][Ring2][C][Branch1][C][Br][=C][N][=C][Ring2][Ring1][Ring1][NH1][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N]	472.3870000000001	4.456500000000004	83.13999999999999	5	2	8
[C][N][N][=C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#C][C][=N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=C][Ring1][=N][C][C][Ring1][P]	410.48100000000017	3.649300000000002	84.73	6	2	5
[C][C][N][=C][C][=C][C][=C][N][Ring1][=Branch1][C][=Ring1][=Branch2][C][=C][C][=N][C][Branch1][O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=N][Ring1][=C]	335.79800000000006	4.4967200000000025	55.11	5	1	3
[C][N][C][=C][Branch2][Ring1][O][C][=C][Branch1][=C][C][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Ring1][#C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2]	342.3540000000001	3.4917000000000016	64.24000000000001	4	1	2
[C][O][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][O][N][C][=N][C][=C][C][Branch1][S][C][=C][N][=C][Branch1][C][C][N][Ring1][=Branch1][C][Branch1][C][C][C][=N][Ring1][#C][C][=C][Ring2][Ring1][=Branch1]	430.53400000000016	2.8977200000000005	111.02999999999999	8	2	9
[C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][Branch2][Ring1][Branch2][N][C][=C][C][=Branch1][C][=O][N][C][=C][C][=C][N][=C][S][C][Ring1][Branch1][=C][Ring1][=Branch2][Ring1][=N][C][=C][Ring2][Ring1][Branch1]	400.4850000000001	2.7506000000000004	100.19000000000001	6	3	5
[C][C][N][=C][C][=C][C][=C][N][Ring1][=Branch1][C][=Ring1][=Branch2][C][=C][C][=N][C][Branch1][=N][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=N][Ring1][=C]	335.79800000000006	4.4967200000000025	55.11	5	1	3
[C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][Branch2][Ring1][Branch2][N][C][=C][C][=Branch1][C][=O][N][C][=C][C][=C][N][=C][S][C][Ring1][Branch1][=C][Ring1][=Branch2][Ring1][=N][C][=C][Ring2][Ring1][Branch1]	385.47000000000014	3.2460000000000013	88.16	6	2	4
[O][=C][N][C][=C][C][=C][N][=C][S][C][Ring1][Branch1][=C][Ring1][=Branch2][C][Ring1][N][=C][N][C][=C][C][=C][Branch1][#C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][O][C][C][O][C][=C][Ring1][S]	460.53700000000026	1.9886000000000004	129.65	8	4	9
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=Branch1][N][N][=C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][Ring1][O][C][=C][Ring2][Ring1][Ring1]	334.33200000000005	1.2414	113.65	5	3	3
[C][C][=C][N][=C][Branch2][Ring1][Branch2][N][C][=C][C][=C][Branch1][=N][O][C][C][Branch1][C][O][C][N][Branch1][C][C][C][C][=C][Ring1][=C][N][=C][Ring2][Ring1][Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1]	393.49100000000004	3.573520000000002	82.54000000000002	7	3	9
[O][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=N][NH1][C][=C][C][=C][Branch1][N][N][C][C][C][S][Ring1][Branch1][=Branch1][C][=O][=O][C][=C][Ring1][S][Ring1][=N]	370.43400000000014	2.284	95.16	4	2	4
[O][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=N][NH1][C][=C][C][=C][Branch1][#Branch2][N][C][C][C][C][C][Ring1][=Branch1][=O][C][=C][Ring1][S][Ring1][=N]	348.4060000000002	3.261000000000002	78.09	3	2	4
[C][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch2][Ring1][Branch1][=N][N][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][Ring2][Ring1][Ring1]	387.4210000000001	0.8041	133.95999999999998	6	3	4
[O][=C][N][C][=C][C][=C][Branch1][C][F][C][=C][Branch1][=Branch1][O][C][C][C][O][C][=C][Branch1][Branch2][C][=C][C][=C][NH1][Ring1][Branch1][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][Branch1][Ring1][S]	326.327	3.3009000000000013	74.35	3	3	5
[O][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][=C][N][C][=C][C][=C][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1][C][=C][Ring1][#C]	398.46900000000005	3.349000000000001	100.19000000000001	6	3	5
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=Branch1][N][C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][NH1][N][=Ring1][N][C][=C][Ring2][Ring1][Ring1]	332.35999999999996	2.6068000000000007	100.86999999999999	4	3	4
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=C][C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][F][=C][Ring1][Branch2][=N][NH1][Ring1][=N][C][=C][Ring2][Ring1][Ring2]	348.359	2.3124000000000002	121.1	5	4	4
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][Branch2][Ring1][Branch2][N][C][=C][C][=Branch1][C][=O][N][C][=C][C][=C][N][=C][S][C][Ring1][Branch1][=C][Ring1][=Branch2][Ring1][=N][C][=C][Ring2][Ring1][Branch1]	386.4580000000001	2.4899000000000004	114.17999999999999	6	3	4
[C][=C][C][Branch2][Ring1][=Branch2][N][C][=N][C][=C][C][Branch1][=C][C][C][=N][N][N][=C][C][=C][C][=Ring1][=Branch2][Ring1][=Branch1][=N][Ring1][#C][=C][C][Branch1][Branch2][C][=C][O][C][=N][Ring1][Branch1][=C][Ring2][Ring1][O]	355.3610000000001	3.584900000000002	94.03	8	1	4
[O][=C][Branch1][#Branch1][N][C][C][C][Ring1][Ring1][C][=N][NH1][C][=C][C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][=C][Branch1][C][Br][C][=C][Ring1][P][Ring1][=C]	372.2220000000001	3.590200000000001	78.01	3	3	3
[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch2][Ring1][Branch2][=C][N][C][C][=C][C][Branch1][C][O][=C][Branch1][Branch2][C][C][=C][O][C][=Ring1][Branch1][C][=N][Ring1][N][C][=Branch1][C][=O][N][C][Ring2][Ring1][#Branch1][=O]	417.46500000000015	3.7454000000000027	104.46000000000001	6	3	4
[C][C][Branch1][C][C][Branch1][C][C][C][=C][N][=C][Branch2][Ring1][=Branch2][C][S][C][=C][N][=C][Branch1][=C][N][C][=Branch1][C][=O][C][C][C][C][N][C][Ring1][=Branch1][S][Ring1][=C][O][Ring2][Ring1][Branch1]	380.53900000000016	3.6590000000000016	80.05	7	2	5
[N][C][N][=C][C][=C][C][Branch2][Ring1][Branch2][C][=Branch1][=Branch2][=C][C][N][=N][NH1][N][=Ring1][Branch1][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][F][=C][N][Ring2][Ring1][Branch1][C][=Ring2][Ring1][Branch2][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][F]	479.39700000000016	3.805900000000002	114.85	7	2	5
