SELFIES	MW	LogP	TPSA	HBA	HBD	RotB
[C][C][=N][N][=C][Branch2][Ring1][S][C][=C][C][=C][C][Branch2][Ring1][Ring2][C][C][=N][N][C][=C][C][Branch1][Branch1][N][C][C][N][=N][C][=Ring1][=N][Ring1][#Branch2][=C][Ring2][Ring1][Ring1][O][Ring2][Ring1][Branch2]	335.3710000000001	2.1253199999999994	107.16	8	2	5
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=C][N][N][=C][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N][Ring1][P][C][=C][Ring2][Ring1][=Branch2]	408.43900000000014	2.8946000000000014	122.88000000000001	6	3	5
[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch2][Ring1][Branch1][=N][N][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][Ring2][Ring1][C]	344.3960000000001	1.6646999999999996	113.64999999999998	5	3	4
[O][=C][N][C][=C][C][=C][N][=C][S][C][Ring1][Branch1][=C][Ring1][=Branch2][C][Ring1][N][=C][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][C][Ring1][Branch2]	383.4540000000002	3.1298000000000012	88.16	6	2	2
[C][C][=N][C][=C][Branch2][Ring2][#Branch1][C][=C][C][=N][C][Branch2][Ring1][O][N][C][=C][C][=C][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][C][C][O][Ring1][Branch1][C][=C][Ring1][#C][=N][Ring2][Ring1][=Branch1][N][Ring2][Ring1][O][C][Branch1][C][C][C]	441.5570000000003	3.9257200000000028	99.0	8	1	7
[C][O][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][=N][C][=C][C][Branch1][N][C][=C][N][=C][Branch1][C][C][N][Ring1][=Branch1][C][=N][Ring1][=N][C][=C][Ring2][Ring1][Ring2]	402.48000000000013	1.8538199999999994	111.02999999999999	8	2	8
[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][O][N][C][=N][C][Branch1][O][O][C][C][C][C][C][C][C][Ring1][=Branch1][=C][N][=C][NH1][C][Ring1][Branch1][=N][Ring1][P][C][=C][Ring2][Ring1][Branch2]	422.53300000000024	4.537600000000003	96.03000000000002	6	2	8
[N][C][N][=C][C][=C][C][Branch1][P][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][F][=C][N][Ring1][S][C][=Ring2][Ring1][Ring1][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][F]	413.3300000000001	3.9349000000000016	77.46000000000001	5	1	4
[O][=C][Branch2][Ring1][=Branch2][N][C][=N][C][=N][C][O][C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][=C][C][Ring1][#C][=Ring1][O][C][C][C][Ring1][Ring1]	280.2870000000001	2.633300000000001	80.91000000000001	5	1	3
[C][N][C][C][N][Branch2][Branch1][C][C][=C][C][=C][Branch2][Ring2][=Branch1][N][C][=C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C][=C][Ring1][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][N][C][C][Ring2][Ring2][C]	466.5410000000002	3.640900000000003	81.75	6	2	5
[O][=C][Branch1][S][N][C][C][=C][Branch1][=Branch1][C][C][C][Ring1][Ring1][NH1][N][=Ring1][Branch2][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1]	306.163	3.3019000000000016	57.78	2	2	3
[O][=C][Branch1][C][O][C][=C][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][=C][Branch1][=Branch1][C][C][C][Ring1][Ring1][NH1][N][=Ring1][Branch2][C][=C][Ring1][P]	271.27599999999995	2.2375999999999996	95.08	3	3	4
[C][C][N][C][=Branch1][C][=O][N][C][C][C][Branch2][Ring1][P][N][C][=N][C][=C][Branch1][Ring1][C][#N][C][Branch1][P][C][=C][NH1][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch2][Ring1][#Branch1][=N][Ring2][Ring1][C][C][C][Ring2][Ring1][=Branch2]	407.45300000000015	3.241480000000001	109.73	5	3	4
[C][C][C][O][C][=C][N][=C][Branch2][Ring1][P][C][N][C][=C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][C][=C][Ring1][O][Ring1][P][C][=C][Ring2][Ring1][#Branch2][O]	421.49700000000024	3.6343000000000028	100.55	6	3	7
[N][C][N][=C][C][=C][C][Branch1][P][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][F][=C][N][Ring1][S][C][=Ring2][Ring1][Ring1][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][Cl]	429.7850000000001	4.449200000000001	77.46000000000001	5	1	4
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][S][=C][C][NH1][C][=C][C][=Ring1][Branch1][C][C][O][C][Ring1][=Branch1][=O][C][=Branch1][C][=O][N][Ring2][Ring1][C]	359.36300000000017	0.8676999999999999	131.35	5	3	2
[N][C][N][=C][C][=C][C][Branch1][P][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl][=C][N][Ring1][S][C][=Ring2][Ring1][Ring1][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][F]	446.2400000000001	4.9635000000000025	77.46000000000001	5	1	4
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=N][N][N][=C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][Ring1][=C][C][=C][Ring2][Ring1][=Branch1]	395.42200000000014	-0.2502999999999991	173.81	7	4	4
[O][=C][Branch1][S][N][C][C][=C][Branch1][=Branch1][C][C][C][Ring1][Ring1][NH1][N][=Ring1][Branch2][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2]	295.264	3.558200000000002	57.78	2	2	3
[O][=C][Branch2][Ring1][C][N][C][C][=C][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][NH1][N][=Ring1][#Branch2][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1]	334.217	4.082100000000002	57.78	2	2	3
[C][C][=N][C][=C][Branch2][Ring2][=C][C][=C][C][=N][C][Branch2][Ring2][C][N][C][=C][C][=C][Branch2][Ring1][Branch1][N][C][C][N][Branch1][O][C][=Branch1][C][=O][C][N][Branch1][C][C][C][C][C][Ring1][N][C][=C][Ring2][Ring1][C][=N][Ring2][Ring1][=Branch2][N][Ring2][Ring1][=C][C][Branch1][C][C][C]	462.60200000000026	3.1832200000000013	82.42000000000002	8	1	7
[O][=C][Branch1][#Branch2][N][C][C][C][N][C][C][Ring1][=Branch1][C][=N][NH1][C][=C][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][F]	349.34100000000007	1.421999999999999	98.91	4	4	4
[O][=C][Branch1][Ring1][C][O][N][C][=C][NH1][N][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]	278.243	0.7319	107.11000000000001	4	4	4
[O][=C][Branch2][Ring2][P][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][Branch2][Ring1][=Branch1][C][=C][C][=C][Branch1][=N][C][=Branch1][C][=O][N][C][C][N][C][C][Ring1][=Branch1][S][Ring1][=N][=N][NH1][C][=Ring2][Ring1][C][Ring2][Ring1][=Branch1][N][N][C][C][O][C][C][Ring1][=Branch1]	507.5760000000003	1.7637000000000003	131.69	8	4	4
[C][C][N][C][=Branch1][C][=N][S][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][N][C][=C][C][=C][C][=C][C][=Branch1][=Branch1][=C][Ring1][=Branch1][Ring1][=Branch2][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][=Branch1][Ring1][=Branch2]	471.5860000000002	3.963670000000003	81.42999999999999	6	2	5
[F][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=N][C][=C][C][Branch1][=C][C][C][=N][N][N][=C][C][=C][C][=Ring1][=Branch2][Ring1][=Branch1][=N][Ring1][#C][C][=C][Ring2][Ring1][=Branch1][F]	324.2940000000001	3.208100000000001	68.0	6	1	3
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=N][N][C][=C][N][=C][C][Branch1][C][Cl][=N][Ring1][#Branch1][C][=C][Ring1][=C]	284.728	1.5210000000000004	97.97	5	2	3
[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch2][Ring1][Branch1][=N][N][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][Ring2][Ring1][Ring1]	394.43400000000014	0.5058000000000005	147.79	7	3	4
[C][O][C][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=N][C][=C][C][Branch1][=C][C][=C][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1][=N][Ring1][#C][C][=C][Ring2][Ring1][=Branch1]	438.51300000000015	2.8497000000000012	110.50999999999999	8	2	9
[C][C][Branch2][Ring2][=C][O][C][=C][C][Branch2][Ring1][N][C][=C][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][N][Branch1][C][C][C][C][=C][Ring1][#Branch2][=C][N][=C][Ring1][S][N][=C][C][=C][Ring2][Ring1][#Branch1][C][Branch1][C][N][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F]	534.5820000000002	6.317100000000004	94.47	5	2	8
[N][C][=Branch1][C][=O][C][N][N][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Ring1][Branch2][C][=N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=C][Ring1][=N][C][C][Ring1][P]	363.38100000000014	0.7664999999999993	141.81	7	3	5
[N][C][C][C][N][N][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Ring1][Branch2][C][=N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=C][Ring1][=N][C][C][Ring1][P]	363.4250000000001	1.6299999999999992	124.74000000000001	7	3	6
[N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch2][Ring2][#C][C][=C][C][=C][N][=C][N][=C][Branch2][Ring1][N][N][C][=C][C][=C][Branch1][=C][O][C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][Branch1][C][Cl][=C][Ring1][S][C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][O][O][Ring2][Ring1][S]	606.0570000000002	8.239000000000003	115.3	7	3	9
[O][=C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][C][Ring1][N][=C][N][C][C][C][=C][NH1][C][=Branch1][C][=O][C][=Ring1][#Branch1]	374.1940000000001	1.5380999999999998	91.06	4	3	3
[C][O][C][=C][N][=C][Branch2][Ring1][O][C][N][C][=C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][I][C][=C][Ring1][#Branch1][Ring1][=N][C][=C][Ring2][Ring1][=Branch1][O]	451.2200000000001	1.8010999999999995	100.55	6	3	4
[C][C][=N][C][=C][Branch2][Ring1][O][C][=C][C][=N][C][Branch1][P][N][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2][=N][Ring1][S][N][Ring2][Ring1][Branch1][C][Branch1][C][C][C]	336.44300000000004	4.0390200000000025	58.870000000000005	6	1	5
[C][C][=N][C][=C][Branch2][Ring1][O][C][=C][C][=N][C][Branch1][P][N][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Ring1][=Branch2][=N][Ring1][S][N][Ring2][Ring1][Branch1][C][Branch1][C][C][C]	336.39900000000006	3.0719200000000013	98.72	6	2	5
[C][N][Branch1][C][C][C][=Branch1][C][=O][N][C][C][N][C][=C][Branch2][Ring1][O][C][=C][Branch1][=C][C][=C][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Ring1][#C][=O][C][=C][C][=C][C][=Branch1][#Branch1][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2][C][Ring2][Ring1][=N]	454.49000000000024	2.3533999999999997	91.94999999999999	6	1	2
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][N][N][=C][C][=C][C][Branch1][P][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][F][=C][N][Ring2][Ring1][Ring2][Ring1][S]	407.37600000000003	3.665300000000001	86.69	6	1	5
[O][C][=C][C][=C][Branch2][Ring1][N][C][=N][C][Branch1][=N][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=N][C][NH1][C][=N][C][Ring1][P][=Ring1][Branch1][C][=C][Ring2][Ring1][#Branch1]	337.7700000000001	4.122500000000001	86.72000000000001	5	3	3
[C][O][C][=C][C][=C][Branch2][Ring1][=C][C][=N][C][=C][Branch1][O][N][C][C][C][C][N][C][C][Ring1][=Branch1][C][Branch1][C][Br][=C][N][=C][Ring1][#C][NH1][Ring2][Ring1][C][C][=C][Ring2][Ring1][Branch2]	416.323	3.807500000000002	74.86	5	3	5
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][Branch2][Ring1][Ring1][N][C][C][Branch1][C][O][C][N][C][=Branch1][C][=O][C][C][C][C][Ring1][Ring2][C][Branch1][C][Br][=C][N][=C][Ring2][Ring1][Ring1][NH1][Ring2][Ring1][=Branch1]	474.3590000000002	3.0851000000000006	112.16	6	4	8
[C][C][N][Branch1][Ring1][C][C][C][C][=C][C][=C][C][Branch2][Ring1][=Branch2][N][C][=N][C][=C][C][Branch1][=C][C][C][=N][N][N][=C][C][=C][C][=Ring1][=Branch2][Ring1][=Branch1][=N][Ring1][#C][=C][Ring2][Ring1][=Branch1]	373.46400000000006	3.771700000000002	71.24	7	1	7
[O][=C][Branch1][C][O][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=N][C][=C][C][Branch1][=C][C][C][=N][N][N][=C][C][=C][C][=Ring1][=Branch2][Ring1][=Branch1][=N][Ring1][#C][C][=C][Ring2][Ring1][=Branch1]	332.32300000000004	2.6281000000000008	105.3	7	2	4
[C][C][N][C][C][N][Branch2][Ring2][=Branch1][C][C][C][C][=Branch1][C][=O][N][C][=N][NH1][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][=C][Branch1][C][Br][C][=C][Ring1][P][Ring1][=C][C][C][Ring2][Ring1][=N]	487.4020000000002	3.449200000000001	97.38	6	3	7
[C][O][C][=C][C][=C][Branch2][Ring1][=N][N][C][=N][C][Branch1][C][N][=C][Branch1][Ring1][N][=O][C][Branch1][O][O][C][C][C][C][C][C][C][Ring1][=Branch1][=N][Ring1][P][C][=C][Ring2][Ring1][Branch2]	357.4140000000002	4.168000000000003	111.72	8	2	7
[C][N][C][=N][C][=C][C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][C][=C][Ring1][N][=N][N][Branch1][=N][C][C][C][C][C][Branch1][C][N][C][C][Ring1][#Branch1][C][Ring2][Ring1][=Branch2][=N][Ring2][Ring1][=N]	420.5650000000002	2.4620999999999995	96.92	8	3	5
[C][C][=N][C][=C][Branch2][Ring2][Branch2][C][=C][C][=N][C][Branch2][Ring1][N][N][C][=C][C][=C][Branch1][P][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][S][=N][Ring2][Ring1][#Branch1][N][Ring2][Ring1][N][C][Branch1][C][C][C]	447.5640000000002	4.946920000000004	89.77000000000001	7	1	7
[C][C][=C][C][Branch1][N][N][C][=Branch1][C][=O][C][N][C][Ring1][=Branch1][=O][=C][O][C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=C][Branch1][C][O][C][=Branch1][C][=O][C][Ring1][S][=C][Ring2][Ring1][O]	382.32800000000015	1.9414200000000001	140.31	7	4	2
[C][C][=C][C][Branch1][=Branch2][N][C][C][C][C][Ring1][Branch1][=O][=C][O][C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=C][Branch1][C][O][C][=Branch1][C][=O][C][Ring1][S][=C][Ring2][Ring1][#Branch2]	367.3570000000001	3.0120200000000024	111.21000000000001	6	3	2
[C][C][=C][C][Branch1][C][N][=C][O][C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=C][Branch1][C][O][C][=Branch1][C][=O][C][Ring1][S][=C][Ring2][Ring1][Branch1]	299.2820000000001	2.4674200000000006	116.92000000000002	6	4	1
[C][N][Branch1][C][C][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=C][C][=C][Branch1][=N][C][=C][S][C][=Branch1][C][=N][N][C][Ring1][=Branch1][=O][O][Ring1][=N][C][=C][Ring2][Ring1][Ring1]	420.5160000000001	1.9251700000000003	115.50000000000001	7	3	7
[C][O][C][C][C][N][Branch2][Ring2][Ring2][C][=N][C][=C][C][Branch2][Ring1][Branch2][N][C][=C][C][NH1][C][Branch1][Branch2][C][C][=N][NH1][C][=Ring1][Branch1][=C][C][=Ring1][#Branch2][C][=N][Ring1][=C][=N][Ring2][Ring1][Branch1][C][C][Ring2][Ring1][O]	390.45100000000014	3.101800000000001	107.63999999999999	7	3	5
[C][O][C][C][C][N][Branch2][Ring2][O][C][=N][C][=C][C][Branch2][Ring1][#C][N][C][=C][C][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][C][=C][Branch1][Branch2][C][C][=N][NH1][C][=Ring1][Branch1][N][Ring1][N][C][Branch1][C][C][C][=N][Ring2][Ring1][Branch2][C][C][Ring2][Ring1][=C]	432.5320000000002	4.156100000000003	96.78000000000002	8	2	6
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][O][N][C][=N][C][=C][C][Branch1][S][C][=C][C][=N][C][Branch1][=Branch1][N][C][C][C][O][=C][Ring1][O][=N][Ring1][P][=C][Ring2][Ring1][Branch2]	400.46400000000017	1.7238999999999995	143.12	8	4	8
[C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring2][=N][C][=C][C][Branch2][Ring1][P][C][=C][C][=N][C][Branch2][Ring1][Branch1][N][C][=C][C][=C][C][Branch1][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][Ring1][O][=N][Ring2][Ring1][C][=C][C][=N][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][=C]	489.56100000000015	3.608600000000002	138.0	7	4	7
[C][C][C][C][=C][C][Branch1][P][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][=N][NH1][Ring1][#C]	308.179	3.3770000000000016	57.78	2	2	4
[C][C][=C][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][NH1][Ring1][=C]	201.22900000000004	1.9704199999999996	57.78	2	2	2
[C][C][C][C][=Branch1][C][=O][N][C][C][=C][Branch1][=Branch1][C][C][C][Ring1][Ring1][NH1][N][=Ring1][Branch2]	193.24999999999997	2.0257	57.78	2	2	4
[O][=C][Branch1][S][N][C][C][=C][Branch1][=Branch1][C][C][C][Ring1][Ring1][NH1][N][=Ring1][Branch2][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]	261.712	3.192800000000001	57.78	2	2	3
[C][C][Branch1][C][C][Branch1][C][C][C][=C][N][=C][Branch1][=N][C][S][C][=C][N][=C][Branch1][C][N][S][Ring1][=Branch1][O][Ring1][=N]	269.395	3.3031000000000015	64.94	6	1	3
[N][C][=C][C][=C][C][Branch2][Ring1][=C][C][C][=C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][NH1][N][=Ring1][S][=C][Ring2][Ring1][=Branch1]	329.385	2.0498999999999996	126.88999999999997	5	4	4
[C][N][C][C][N][Branch2][Ring2][=N][C][=C][C][=C][Branch2][Ring1][P][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][Branch1][=C][C][Branch1][=Branch1][C][Branch1][C][N][=O][=N][N][Ring1][Branch2][C][C][C][Ring1][=C][C][=C][Ring2][Ring1][Branch2][C][C][Ring2][Ring1][=C]	418.5050000000002	1.5699999999999994	105.19999999999999	8	2	4
[C][N][N][=C][Branch1][O][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1][C][=C][Ring1][O][C][=N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=C][Ring1][=N][C][C][Ring1][P]	360.4210000000001	2.6115000000000004	84.73	6	2	4
[C][N][Branch1][C][C][C][C][Branch1][C][O][C][O][C][=C][C][=C][Branch2][Ring1][Branch2][N][C][=N][C][=C][Branch1][C][Br][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][=C][C][=C][Ring2][Ring1][Branch1]	458.36000000000007	4.027600000000002	82.54	7	3	9
[C][N][Branch1][C][C][C][C][Branch1][C][O][C][O][C][=C][C][=C][Branch2][Ring1][S][N][C][=N][C][=C][C][Branch2][Ring1][Ring1][N][Branch1][Ring2][C][C][#N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl][=N][Ring2][Ring1][C][C][=C][Ring2][Ring1][=Branch2]	487.39100000000025	4.489980000000004	97.54	8	2	10
[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Branch2][N][C][=C][C][=Branch1][C][=O][N][C][=C][C][=C][N][=C][S][C][Ring1][Branch1][=C][Ring1][=Branch2][Ring1][=N][C][=C][Ring2][Ring1][Branch1]	371.4430000000001	3.1049000000000007	88.16	6	2	3
[O][=C][Branch2][Ring1][N][N][C][=N][NH1][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][=C][C][=C][Ring1][S][Ring1][=N][C][C][C][Ring1][Ring1]	294.31400000000014	2.6790000000000003	90.9	4	3	3
[C][C][=C][C][Branch1][Branch2][C][=C][C][=C][NH1][Ring1][Branch1][=C][C][=C][Branch1][N][C][=C][C][Branch1][C][F][=C][Ring1][S][Ring1][#Branch1][N][C][Ring1][#Branch2][=O]	266.275	3.8481200000000015	44.89	1	2	1
[O][=C][N][C][=C][C][=C][Branch1][C][F][C][=C][C][=C][Branch1][Branch2][C][=C][C][=C][NH1][Ring1][Branch1][C][Ring1][P][=C][Ring1][S][Ring1][O]	252.24800000000002	3.5397000000000016	44.89	1	2	1
[O][=C][N][C][=C][C][=C][N][=C][S][C][Ring1][Branch1][=C][Ring1][=Branch2][C][Ring1][N][=C][N][C][=C][C][=C][Branch1][P][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][Ring1][S]	449.5170000000001	3.8972000000000016	113.08	7	3	5
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][#Branch1][N][C][C][=C][Branch2][Ring1][O][C][=C][C][=C][C][Branch1][P][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][S][NH1][N][=Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][N]	469.54800000000006	3.2685000000000013	147.03999999999996	6	4	7
[C][S][C][=C][C][=C][Branch2][Ring1][=N][N][C][=N][C][Branch1][C][N][=C][Branch1][Ring1][N][=O][C][Branch1][O][O][C][C][C][C][C][C][C][Ring1][=Branch1][=N][Ring1][P][C][=C][Ring2][Ring1][Branch2]	373.48200000000014	4.881300000000003	102.49000000000001	8	2	7
[C][N][Branch1][C][C][C][C][=C][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch2][Ring2][#C][C][=Branch1][C][=O][N][C][C][C][C][Branch2][Ring1][#C][N][C][=N][C][=C][Branch2][Ring1][Ring2][S][C][C][=N][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][O][Ring1][=Branch2][S][Ring1][S][C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][#C]	582.7960000000003	5.493900000000005	103.60000000000001	9	2	10
[O][=C][Branch2][Ring1][#C][N][C][=N][NH1][C][=N][C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][Cl][=C][Ring1][Branch2][=C][C][=C][Ring1][P][Ring1][=C][C][C][C][Ring1][Ring1]	328.7590000000001	3.3324000000000007	90.9	4	3	3
[N][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch2][Ring2][Branch2][C][=Branch1][C][=O][C][=C][Branch1][C][N][N][=C][C][=C][C][Branch1][P][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl][=C][N][Ring2][Ring1][Ring2][Ring1][S][C][Branch1][C][F][=C][Ring2][Ring1][=C]	489.26500000000016	4.062400000000001	120.55000000000001	6	2	5
[O][=C][N][C][=Branch1][C][=O][C][Branch1][=C][C][=C][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1][=C][Ring1][#C][C][=C][N][C][=C][Branch1][=Branch2][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][N][Branch1][=N][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][C][Ring2][Ring1][Ring1]	494.5550000000005	3.277700000000001	91.95	6	1	2
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=Branch1][N][=N][C][=C][Branch1][C][O][NH1][C][=C][C][=C][C][Branch1][C][I][=C][Ring1][O][Ring1][#Branch1][C][=C][Ring2][Ring1][Ring1]	442.23800000000006	3.5409000000000015	120.9	5	3	3
